Stick - Dreamville,https://www.youtube.com/watch?v=r4Wsi4qkfYY,90,,
StikNarkoman ,https://soundcloud.com/jacob-toft-petersen/stiknarkoman,0,,
Duer!,https://soundcloud.com/user222153178/duer,0,,
Ani Kuni,https://www.youtube.com/watch?v=7nhO0MMx9Ik&ab_channel=Polo%26Pan-Topic,154,,
Baianá (Yo Johnny Remix),https://www.youtube.com/watch?v=iOHIErjhgH8&ab_channel=Gilli-Topic,0,,
Sut den op fra slap - ukulele hanne,https://www.youtube.com/watch?v=a008xw2MMK4,42,,
Sug coke fra mit røvhul,https://www.youtube.com/watch?v=bjK5KgcPHr0,7,,
Baseline Junkie - Dizzie Rascal ,https://www.youtube.com/watch?v=CrDbTwtRbws,0,,
Danafrost fra brugsen,https://soundcloud.com/faultic/danefrost-fra-brugsen,0,,
Hulu buluu,https://youtu.be/Ue4PHfMWKzA,15,,
