Trouble,https://www.youtube.com/watch?v=vNoKguSdy4Y,140,,
Road to riches,https://www.youtube.com/watch?v=YpJpTjrgxIc,12,,
Den bedste tid,https://www.youtube.com/watch?v=oNAhuyZTZb8,39,,
Whats love got to do with it,https://www.youtube.com/watch?v=oGpFcHTxjZs,50,,
I got depression,https://www.youtube.com/watch?v=-pypV-JPU1k,17,,
I ran so far away,https://www.youtube.com/watch?v=iIpfWORQWhU,28,,
Knepper dig til techno - Suspekt,https://www.youtube.com/watch?v=bzpvGLBIgKI,22,,
København,https://www.youtube.com/watch?v=QRgc4UTxgtE,0,,
Not like us - Kendrick Lamar,https://www.youtube.com/watch?v=T6eK-2OQtew,6,,
The pretender,https://www.youtube.com/watch?v=SBjQ9tuuTJQ,45,,
Disco yes,https://www.youtube.com/watch?v=EXWOJvlDwbU,7,,
Virtual Insanity,https://www.youtube.com/watch?v=4JkIs37a2JE,13,,
Denzel Curry - HOT ONE ft. TiaCorine & FERG,https://www.youtube.com/watch?v=7hOKxLUgi1E,11,,
Plain Jane,https://www.youtube.com/watch?v=BwmuvqFzfLI,11,,
Hoppe Nat,https://www.youtube.com/watch?v=DncmNxELpyw,25,,
Superstition - Ricky martin,https://www.youtube.com/watch?v=CN5hQOI__10,22,,
Free bird - Lynard skinner,https://www.youtube.com/watch?v=0LwcvjNJTuM,276,,
Harlem Shake,https://www.youtube.com/watch?v=qV0LHCHf-pE,0,,
IT boy - bbno$,https://www.youtube.com/watch?v=QuvqzlxEO6g,11,,
Think u the shit (fart) - Ice spice,https://www.youtube.com/watch?v=Ou7c8Sg9YVg,15,,
Shake that - gang speed,https://www.youtube.com/watch?v=B62xlRt4_9I,0,,
Starvation - Aurora,https://www.youtube.com/watch?v=Y1YTg6SEed8,164,,
Drop - Connor price,https://www.youtube.com/watch?v=pUROT2f6azM,13,,
Brutalismus 3000 - DIE LIEBE KOMMT NICHT AUS BERLIN,https://www.youtube.com/watch?v=BY1qkoUhcWQ,20,,
"Skrillex, Fred again.. & Flowdan - Rumble",https://www.youtube.com/watch?v=i8Vgo5S-_NM,37,,
Bliss,https://www.youtube.com/watch?v=RH08pZT6lsk,0,,
TOOL - The Pot (Audio),https://www.youtube.com/watch?v=civuoU_NE38,80,,
Yonkers - Tyler,https://www.youtube.com/watch?v=XSbZidsgMfw,0,,
Blæst - All in,https://www.youtube.com/watch?v=W2roFzbnEu4,55,,
Vivalavida - Coldaplay,https://www.youtube.com/watch?v=y4zdDXPYo0I,37,,
Gegagedigedagedago,https://soundcloud.com/3312w617/gegagedigedagedago-2?si=467a0a08ca2e42e4ae386b860ee36b3f&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,0,,
LeavemeAlone - Fred Again,https://www.youtube.com/watch?v=rNv8K8AYGi8,40,,
Andruss - Frikitona,https://on.soundcloud.com/GLr36,23,,
Tyla - water,https://www.youtube.com/watch?v=XoiOOiuH8iI,8,,
Jessie Ware - Free yourself,https://www.youtube.com/watch?v=aD7F6M9fsms,19,,
Tinashe - Nasty,https://www.youtube.com/watch?v=jrjESdPsLxE,20,,
Killing in the name of - Rage,https://www.youtube.com/watch?v=bWXazVhlyxQ,29,,
Nia archives - Bianana,https://www.youtube.com/watch?v=oELrBolP5mM,12,,
Jeg bruker ikke Kondom,https://www.youtube.com/watch?v=dRGSsIi_UWo,24,,
Prodigy - Breathe,https://www.youtube.com/watch?v=6_PAHbqq-o4,8,,
Indiana Jones,https://www.youtube.com/watch?v=saFn4FSYLa4,0,,
Chase & Status Baddadan,https://on.soundcloud.com/k8RB8,48,,
Radioactive - Imagine Dragons,https://www.youtube.com/watch?v=w3viBe2Q0P8,25,,
Start a riot,https://www.youtube.com/watch?v=dNRC137o0j8,7,,
Last Christmas,https://www.youtube.com/watch?v=E8gmARGvPlI,0,,
Raffaella Carrà - Pedro,https://on.soundcloud.com/bJduF,28,,
Oceanman - ween,https://www.youtube.com/watch?v=vcaPiiFZu2o,0,,
Hey brother,https://www.youtube.com/watch?v=6Cp6mKbRTQY,5,,
Natte Ravn,https://www.youtube.com/watch?v=QFtnV6pMqvA,34,,
Bangarang,https://www.youtube.com/watch?v=YJVmu6yttiw,0,,
Begging - Måneskin,https://soundcloud.com/teddycream/maneskin-beggin-teddy-cream-bootleg,15,,
Madonna - Sorry,https://www.youtube.com/watch?v=rdccTOcX7o4,79,,
(kender du ik) Johnson - Bawler hele dagen,https://www.youtube.com/watch?v=wi816BMNoxs&ab_channel=ArtPeople,60,,
The Simpsons trance remix,https://soundcloud.com/itsminieh/the-simpsons-trance-remix,93,,
Kind mod Kind - Love isnt easy,https://www.youtube.com/watch?v=rsL_i_ikQ9I,7,,
Yallah Goodbye,https://soundcloud.com/tolga-aslan/summer-cem-x-gringo-yallah-goodbye-tolga-aslan-remix,77,,
Jeg vil lade lyset brænde,https://www.youtube.com/watch?v=etHaf6gZRFg,32,,
